Id,References
2002848, 669582 1162782 1927941 276914 806623 1714642 1385842 1586841 1754561 1026997
2002854, 1848980 395991 545541 227052 1258055 1875637 890016 531567 780867 1982830
2002856, 1261375 1867669 37548 870187 673733 257756 406132 500954 313766 1396446
2003058, 38069 903541 863429 1945816 489094 1666914 1590082 479257 1338543 729566
2003078, 378625 1690207 860502 1830449 1105266 387586 1440779 2086565 1226437 90381
2003088, 1342104 708626 1755748 290634 382111 210563 673878 1780440 1488816 28622
2003093, 1065056 340624 1590224 1878490 1709787 108957 1064515 688245 1288736 1820949
2003103, 1019491 1849645 628924 1738847 314837 1628282 73566 1287535 1070703 1840608
2003104, 1836041 1553866 1391051 1700501 700460 32050 742585 1134529 958539 1668765
2003113, 316976 533941 1021061 249988 1811574 356819 235806 639969 104013 351152
2003116, 357344 1048605 257444 345217 838178 525842 1725791 348802 438660 128179
2003123, 614566 1144853 783631 1460859 645870 2019761 949516 710008 1719332 1366983
2003125, 78850 1300872 1977706 1866639 1565564 1095022 1019156 217016 1680585 1621568
2003128, 392759 1555710 794196 519779 300058 217689 781274 694407 1395075 1764548
2003129, 257751 941222 658222 1832740 343474 819999 746994 1351622 935608 895002
2003130, 967077 816830 648884 16589 566513 1132855 1960352 62622 1581840 1442263
2003135, 699589 1648946 1855664 1659671 1725374 1545701 1232783 201886 767060 441130
2003144, 2087505 1418193 1483428 1691375 473604 829563 1610262 351273 1763486 560920
2003150, 1889158 144161 799173 863947 1491025 653924 1595281 521381 800673 1866067
2003151, 1682562 627041 2381 518441 1524701 825353 1252285 1223268 456957 794423
2003154, 84124 1496669 1855835 747261 374706 109334 523109 1348654 985056 165582
2003158, 1477194 1798754 1660443 1965723 8794 1396969 1360329 1687324 1153377 1711628
2003160, 1338998 1535289 1131070 259931 1741692 1342300 1090818 124556 844599 1279460
2003165, 1892402 867661 948278 16014 483347 1709987 1746426 192738 931920 1290514
2003168, 37159 1429867 1946913 105250 1518826 39076 1845654 1965514 815889 293510
2003170, 1444971 1630196 1379523 1161263 709657 1646358 609539 1145358 42421 1536611
2003171, 1370827 464416 573748 1626175 812593 1749965 836487 888366 158927 702681
2003184, 1006711 919730 1699084 792483 1668953 1879199 734371 852093 447674 625258
2003185, 256102 1529511 1528858 1140832 1691846 1638631 1087305 832518 704340 748196
2003187, 510400 1252883 690801 1329029 863976 1615668 282104 437350 1267638 657408
2003195, 675858 1309955 1375195 533508 1662238 690830 329976 879676 1888889 1248733
2003202, 529619 1363968 1528011 1221740 1230439 1675411 318830 1710109 1835069 273200
2003207, 1552066 1898347 872407 578203 1489962 1126592 350007 1727406 1798090 738168
2003213, 320625 1131265 260635 1317121 20543 1149371 1552795 1255770 1805655 1841510
2003214, 565507 1384958 697852 1266928 1152653 1859546 988645 446119 419031 1883662
2003218, 969967 530424 344624 562527 1317618 1890676 1823875 753242 32800 1085906
2003220, 1588541 1305068 1590884 1521527 522930 1064696 1869966 227089 630193 1837750
2003222, 1449679 541019 1799898 16435 1010913 1666501 888409 604878 865204 1050729
2003226, 481430 477498 1115457 1172738 345462 557354 298996 807690 799504 684339
2003227, 124483 1417526 1376859 1380264 261365 1824845 1607667 531105 1712875 459668
2003229, 1627308 449507 338870 1737364 471600 1058056 1085089 932016 1377059 272725
2003237, 1704859 125882 10049 306230 1867334 326825 50094 1862236 1739068 1683348
2003275, 1650659 487384 1104972 1691297 374623 743956 1418903 1312451 173560 1196373
2003292, 1517626 318557 477550 394921 1764633 1027375 1464247 362185 342098 300965
2003295, 865900 1094549 1481732 1712764 1631531 1395243 1422249 803243 974872 1152925
2003298, 1520487 666356 1616997 1015645 207225 232177 289853 180818 1496457 810961
2003299, 700291 1284643 1459735 338046 1416383 1627272 307388 431294 1309252 1791095
2003313, 699865 1140084 367329 1154204 1398148 1373939 1010001 1609972 345078 760835
2003318, 894594 1002639 1596882 1651511 1273738 1003618 1172009 1261679 387137 515035
2003320, 630813 1335290 1604558 272406 1798193 1534962 1023135 796223 1472749 1461059
2003321, 1725187 923105 545113 633709 725820 250519 1297959 806921 368752 1721051
2003332, 1850810 39814 1659215 673059 1676631 849456 79018 1351185 1325016 893883
2003385, 1773514 417855 231933 1944817 1099271 741932 778066 198560 1384728 738813
2003387, 1761140 1156822 1845535 665021 1166683 970844 227236 125860 885414 229803
2003394, 1365988 1907066 160216 899504 1036772 1435646 184324 592494 1816616 230779
2003397, 1722598 1916977 1060055 816306 868665 168508 447130 1751926 1417812 1134287
2003403, 1987487 1357369 652041 1889813 1823727 547980 822235 933546 446411 310739
2003405, 1487799 430294 1202595 556405 1822219 704722 374876 992256 306247 1098611
2003412, 1475724 1365847 1850856 754833 476587 1293733 1927663 927352 1251725 1636808
2003417, 1656282 1433269 1149717 655595 183833 1533255 1192988 1218328 1090189 1689868
2003419, 476167 1045379 1661731 1979039 928596 1132977 27548 1007124 1447985 1932527
2003426, 1448474 494682 184084 668754 1727278 1565534 126608 1634845 432552 1603186
2003430, 944113 928272 620693 350893 1683006 1310642 53608 1918074 36108 688109
2003465, 834385 1037946 1333351 1407287 1752641 1958506 1882414 234938 1478628 1840359
2003497, 270352 1496490 359485 571766 99645 1761523 757885 110654 699657 1689262
2003506, 60483 1373919 795684 1816856 998972 1354498 1595808 1088055 420577 99568
2003544, 243968 739414 460766 697204 1643670 630256 1542592 1245985 483929 268815
2003553, 106990 864154 1813355 1923559 393898 683058 1302255 1880561 299026 1685970
2003555, 509344 575749 916444 1636629 738674 1449945 160871 792178 139870 1104483
2003557, 997576 1107168 1808638 682924 1363559 1208962 202988 100678 482437 1833281
2003558, 550941 935428 1574306 1271474 912771 345555 1642447 408674 1978031 331922
2003560, 1722749 567469 1648288 393713 1797299 732391 1622855 1261419 1031582 600659
2003566, 839277 86161 815759 1028690 408117 1069482 1115710 402911 639751 1012050
2003574, 1474148 707612 1260561 1766016 104724 1529132 1079984 1428571 441962 863576
2003830, 979048 1806318 1591137 606414 300714 1894639 1080207 469909 1014866 1956784
2003842, 1285755 13253 173361 833513 1688717 673977 799414 1777574 1141795 1047713
2003848, 798760 1115291 1207095 1944879 847754 450950 921230 126364 1902689 172100
2003850, 1360973 1620794 1978140 1623889 878498 970340 451869 1602654 831339 1942121
2003913, 709940 12435 405049 1894825 1017018 1894656 210352 1662668 746598 521656
2003919, 525898 1306973 1752624 1646143 1496462 241385 1400363 50359 719573 623589
2003921, 401218 1483385 2013070 1381156 865569 841954 1083094 702189 219166 1707661
2003925, 1844880 498858 1891368 1169173 1066481 1915755 774146 287295 1769697 237593
2003926, 1630123 1125027 765546 1465821 987945 1798446 1133164 346758 1522055 1305142
2003936, 933336 1003883 172631 258645 1618142 328328 472978 1291282 1401971 815067
2003939, 1314609 559616 1531452 1224456 1038433 1568022 362977 22474 1621412 1913331
2003955, 640241 1717178 212713 1856534 1934004 690349 1245286 103374 600375 269640
2003959, 48635 332298 483943 1415305 1784705 1556166 1874721 1522150 154988 1349581
2003971, 321545 305000 273050 528839 1648139 1292070 1392530 534400 812122 1273480
2003976, 675229 1523156 1574270 842403 762749 798099 1501590 352343 52236 1200654
2004011, 728861 1854619 294771 1222618 562806 677425 192681 1585298 426874 483893
2004015, 1399379 1777012 1863907 1625831 1159762 1512665 13382 694152 370340 1899330
2004017, 1384418 663583 840885 862196 229536 782416 1728506 989542 1183052 1483472
2004020, 967513 1588331 106652 256825 155714 862049 1484153 21257 1645369 1359126
2004030, 619091 88795 369965 39628 1754712 1142565 1965895 980135 1210561 332242
2004033, 1491842 856686 394925 497755 1077442 1006621 1502990 1009778 1789877 179414
2004042, 807592 1662297 1545407 1208618 1519434 833175 1396558 487990 947659 1452879
2004044, 572152 1141789 1184644 1210357 1373823 160932 1433527 763217 358883 1899213
2004047, 1012445 1617121 1105691 1512037 275354 1969 905914 1494783 940172 134740
2004049, 1806431 844454 1200167 665951 1090060 1337769 1305112 942448 1833675 856954
2004051, 1418392 1120755 624370 1645088 1307870 900612 1787280 513422 94915 600601
2004064, 1776121 138767 62755 387125 1810112 486486 1377114 655700 1411477 1431426
2004067, 1360592 1943299 312006 909367 701441 1503126 1456256 1073487 60723 926882
2004069, 1480368 881456 1161947 484830 1595512 1173113 933348 1688693 329286 229160
2004074, 356133 1234272 682977 1142557 18880 1011926 647118 190036 1610104 1326900
2004080, 1917195 1460545 1558822 312170 1144251 1683979 807579 1174373 649020 107121
2004082, 1712229 1398277 1893529 1097953 1427146 681943 521920 1202178 250943 587586
2004086, 138476 1173833 24465 1380305 1930293 1703324 119438 417494 687631 2087352
2004088, 1597921 1869051 1731559 956401 247220 294643 1698255 1150929 452328 106089
2004089, 1852701 154889 373558 1616075 1325955 844218 1862941 211803 1686775 1653827
2004098, 1501971 514784 39185 795744 501162 627952 151686 1471908 1783586 448670
2004102, 1041275 1646508 830411 1496635 1288615 249008 1823179 831821 1122154 748844
2004107, 441898 837903 644415 1742014 874749 466480 918264 182198 607314 1690952
2004493, 915245 534568 263699 4993 168341 1663514 1979191 523664 1066717 1800657
2004499, 559656 1022516 806814 234557 911273 1912175 1537824 1963065 1089479 122667
2004502, 441782 1501119 333465 1516141 1810611 560982 817855 751493 1478498 515203
2004543, 440344 1595149 1310500 265389 893872 724126 683221 1353961 1140938 208488
2004546, 399814 1429366 724099 1254078 136491 1447073 1585837 923282 327314 1231008
2004547, 1284791 713578 568959 517428 1120267 584261 460608 484493 1314198 728666
2004559, 1961869 1704980 1923089 948313 1046431 295890 1749593 522468 924082 461828
2004595, 1617065 610362 666150 385760 1725714 103482 1207955 983957 1809269 849847
2004600, 473162 1917235 1781956 303241 1119975 1023332 221678 1026911 564945 1832101
2004601, 372223 104334 1345259 951453 1224705 996806 261411 738366 577190 1408124
2004615, 73287 431068 621303 440866 490954 513350 1888716 1002399 404132 73548
2004631, 1674704 90459 576272 968389 1587717 1149531 1821862 1804935 1426723 414766
2004633, 1658232 373714 1854429 1172357 94028 121993 1898560 425667 1962686 1487250
2004642, 348290 1171933 1426867 837217 978684 723796 483141 565986 1774581 783956
2004643, 800365 1150559 530869 1569090 634288 261134 598083 68549 658550 1886224
2004644, 1820001 268488 1897447 1707550 620144 836023 1269561 1617002 1428969 34451
2004651, 741811 611392 40599 1302534 1661467 834220 630113 1475114 134775 1215023
2004653, 1926338 1215996 1157937 1102384 683965 1041769 1280536 1474803 2079462 994145
2004660, 659805 1841819 1279205 617609 284317 1750300 210638 1573815 1875991 766403
2004663, 690891 1769982 1886790 194108 1298941 1373624 1584075 1678065 1637010 1764625
2004664, 338389 401899 167681 722739 1302105 868645 1718166 165842 324613 318985
2004665, 730020 1047549 341914 111627 1656021 1190584 332845 64898 1943528 204783
2004672, 1546090 889541 498071 1873740 262307 1303319 1665717 585785 245850 1944234
2004684, 919082 563502 373658 539300 900115 1731530 623662 1646130 357761 594178
2004685, 878035 1063043 1025585 1614198 1139166 543793 1629151 932018 1340778 506422
2004686, 464389 551158 793736 29931 1900363 586546 1618585 370374 1481777 253558
2004689, 288959 1426021 199776 1266947 1326398 1678435 1117382 117731 664586 1102753
2004691, 1417373 307249 311928 919680 1219566 275862 731267 1080245 258161 1071346
2004694, 266580 719250 501787 1568311 1665968 1142722 424466 1371851 1202201 366895
2004695, 1643270 862916 567083 662447 1287908 334187 1656842 581726 849603 1069586
2004698, 1745600 1131199 878170 936702 474867 51286 1062375 1680476 2090593 36502
2004703, 524348 1691977 1345515 1798512 1924767 1144569 81686 324747 1316447 1652668
2004710, 1040427 803184 245074 687660 1798765 66848 961492 1462005 154062 1236504
2004721, 449306 71114 131023 654704 71973 1229894 1391359 535207 372306 1392206
2004727, 1061086 1785389 316647 1249760 603084 1881845 375217 689420 179730 1897702
2004872, 42542 728832 1291047 250254 1148688 761828 1655879 1583834 892375 68438
2004889, 80359 1757307 212141 929907 1244291 1983652 1338903 1324102 1923926 1943252
2004891, 1183397 1809718 760023 673111 677082 993350 363239 402529 1610237 1447110
2004893, 1282602 850472 1517996 141698 563989 427879 1797774 832413 1894666 13159
2004894, 1338828 1688763 1522488 562806 1685879 734030 408603 1133175 131315 856711
2004896, 1850428 1375026 642410 1688322 1064265 1556415 793915 251086 1058693 1492394
2004899, 68556 1168530 1458167 918178 74359 1398525 1100899 218701 1187990 488675
2004910, 886036 113045 229608 1296462 1420406 1275768 1605285 1319300 949009 1195601
2004914, 1146831 47708 1011570 162797 1958588 1556452 1639159 1410414 61682 479070
2004916, 1262305 270054 313346 1237948 1945880 681559 272508 174293 136672 1319823
2004920, 838877 246761 582737 1808446 1661779 1195117 1227557 128536 743092 1538947
2005019, 154044 1296288 1147235 902892 1965563 638617 1733429 186638 1737037 442026
2005022, 1840537 1471816 538365 1042062 1310458 1103920 1442535 884835 267293 1291966
2005039, 81081 1260833 573119 1415202 303807 1091634 702952 1182396 1630572 467144
2005042, 724703 1361941 787522 1251477 1757292 1405801 1135922 789366 1764561 455970
2005043, 1578322 294144 245301 300124 1437629 58186 461869 480114 1419575 1505719
2005052, 1378587 992223 100293 498276 760817 109717 1814690 1250678 50906 1416724
2005063, 1157099 1505615 123959 1501897 243973 282904 973502 294343 1301532 449109
2005066, 1567178 1404291 1588511 916672 1309719 1106977 224220 1653586 243037 1748791
2005070, 299552 631084 1530238 1024142 1940916 515107 711473 157107 1367882 1260223
2005074, 1048056 137654 1378096 383160 760350 836148 1722737 702714 924117 849880
2005075, 1981247 722589 1349926 446922 526985 1200195 169634 322948 1530270 383912
2005077, 1879757 49530 1325150 1139198 282670 148536 1085891 1245624 638390 806254
2005103, 1230139 1814523 493012 499006 489668 606306 744968 1217769 119511 648838
2005117, 1379244 139744 1745142 797410 1316636 935880 907185 671587 96326 1933450
2005119, 760465 1726494 486457 1167951 1351509 622476 51294 266664 1833188 1668532
2005124, 1744216 1648532 287106 1554077 1418094 1341323 1601708 1875203 81734 901843
2005152, 649655 1868792 1310670 65970 1445180 943332 887880 647945 284892 1344402
2005213, 1208575 1693452 1719663 1799904 85179 458818 1414618 1645354 297999 1887947
2005221, 1032440 1192874 379723 53927 489811 1299412 1265102 1387410 1372060 774205
2005223, 1794362 698558 95609 1029873 348150 1224877 325654 23170 504735 801130
2005230, 1682471 29321 1000492 1281706 1367652 1736468 985809 1937839 1536149 1288531
2005235, 1082008 456582 181921 1189894 399254 1463748 1818895 1474412 1424274 1583985
2005240, 1878171 280986 30572 1712233 1157256 944329 244005 225300 414336 20134
2005288, 286915 1363936 1645531 969826 1607822 179688 1830713 1066287 145564 1808699
2005290, 961807 1248922 886116 39085 1139828 1916251 1044697 296721 1019317 1430449
2005292, 1754081 983859 1898631 945510 1478931 949699 1208400 123132 602234 374283
2005306, 187574 472725 328155 1283398 1404927 1258279 1042295 817340 1027700 550451
2005339, 1495331 81768 1789881 1089429 1909163 1638022 1470753 1254340 1082549 251870
2005345, 1259104 608132 1837872 860069 743970 1704820 1098412 1589466 1874669 81057
2005352, 1570359 1660358 1394194 1536648 40892 1231036 767163 713743 617481 350142
2005353, 1688981 16356 187474 1475920 1186915 1427902 1832220 270249 1044185 320675
2005357, 1339524 1873416 1351961 369268 149288 662995 350161 1729430 668868 352640
2005365, 1436870 606841 1728133 1672936 1289140 222807 1797122 835746 992596 1810777
2005367, 1071433 1394882 872842 1018000 336412 1385138 599457 76550 105964 73677
2005378, 807812 1249569 555474 389265 1386274 1458161 968453 706408 1578350 358036
2005381, 1514342 701193 1948751 1888159 1601652 1820730 1394856 420307 1510938 1302129
2005385, 1784378 1413828 1592404 1494171 259614 72019 606437 107035 1342022 681643
2005392, 562675 1735870 1039976 262584 219441 1057155 561366 542437 729317 1389767
2005414, 708338 328373 172259 1371718 44128 537634 1354459 31125 748706 1178645
2005417, 1152615 1903091 913864 65004 28595 922569 139035 316858 150517 217979
2005424, 1006355 1631622 1446225 247526 1183870 575762 1687420 1225420 1183755 750915
2005425, 551538 1487382 1473988 23811 1099153 1935201 781791 22270 39872 1923746
2005430, 422716 213511 1430082 1332368 100238 355347 1688698 1777383 211702 1621392
2005431, 1508858 602441 80726 534794 353419 1830100 33083 1217969 1506617 1264230
2005433, 346111 1030031 55026 1421375 1945714 1484630 1714708 1205152 657226 901986
2005443, 713463 1744957 951273 1405460 268581 1334378 103561 536872 1406233 1196875
2005505, 908776 1101194 639406 1802804 518665 1910856 487613 1830967 53528 599302
2005560, 1021539 1641431 404342 1161928 982996 1170980 1571517 1683605 1623153 207094
2005561, 468149 964310 679881 410422 1404378 1598288 1180577 1623506 1848878 796752
2005563, 1560971 1768677 385730 167607 1277207 882179 612718 147398 1175783 1523938
2005566, 20264 1372069 593170 1039268 1716185 616881 1726952 162817 87976 986733
2005568, 1443903 1215540 1876616 392696 1068577 1083978 1900931 1427531 575221 1621568
2005573, 911668 175782 1783156 946015 1804312 1933741 270937 46513 184111 172595
2005579, 226195 1912613 1643733 856321 1247540 1117623 1873086 326863 411891 27954
2005585, 14336 1184732 1654575 77830 677733 582930 1081936 508848 201899 960550
2005591, 670880 1799027 105908 2017596 550207 1717656 1892602 1766520 1308249 1793447
2005594, 1834354 616571 721892 98373 1582154 576532 144899 838289 1668495 1426706
2005601, 411171 473880 1678677 395903 1863190 241570 1196277 2018277 994575 1197023
2005608, 729958 1317119 2016234 1549458 1101379 1690170 680134 2218 335044 700277
2005615, 1282318 892824 1606716 439385 1326411 165767 1166389 372172 273125 453169
2005616, 287388 510723 633768 1926816 187968 1722210 359057 112868 834274 1819984
2005617, 373754 1231978 1462966 1770811 511245 1906291 253282 328488 1078557 854417
2005620, 1776089 933030 933630 744156 310968 388530 1314428 1758921 1499883 120246
2005638, 533754 1239818 1192218 543409 570806 1791427 107940 531661 1925521 233463
2005643, 837639 715255 1846513 533217 908982 1604886 329810 754016 1602130 1301680
2005646, 582126 917408 966085 1378095 1530186 166476 898486 1034838 1423187 487962
2005652, 1795703 639998 1740221 1737855 851796 1141330 1546167 1918279 696163 1602391
2005654, 685053 769039 582445 65626 1548214 332905 1838384 964871 1419513 1875150
2005678, 1142271 1091365 1437545 773755 1785692 1352252 970443 1233514 772895 1525622
2005691, 295513 671042 1927441 882866 1479300 1697666 1829091 256799 380075 848810
2005692, 249478 1559619 1671928 676372 1639532 368189 543305 1675298 157216 1697049
2005694, 1412705 118302 847211 1975352 1323499 1212661 451589 1041079 1131980 456906
2005701, 15217 700833 490993 1858978 1098613 1649987 1426604 661280 991729 1096787
2005702, 1860904 1430719 1199337 752176 1208799 530064 393831 1098602 23463 308280
2005713, 670167 1738810 1811468 26519 1327601 756006 676162 987443 620183 1214060
2005715, 43600 66010 522445 1382186 1229114 1154900 1690823 1917051 881390 1028647
2005729, 1162786 1412038 120515 1466452 1726136 777321 1393266 970799 331165 393126
2005740, 455878 884129 1313174 650907 851484 1878481 1248069 1074167 959235 553554
2005747, 407987 411496 274565 692560 1877699 864918 1110440 41342 1211359 589053
2005775, 263798 1810452 402392 1377769 1368917 1463737 275408 690121 1367460 1130255
2005776, 868169 1733021 7755 397699 289425 2079926 1432146 1678688 1367460 1303710
2005785, 1026414 1268759 804655 796591 1163263 449887 266850 524999 615516 643824
2005794, 867889 1263250 19324 589569 1331063 1691317 1019725 1640516 112715 1200758
2005795, 1823069 1214094 1889267 894642 1031006 1548005 1791535 715606 1849629 1035036
2005796, 1719589 1714152 1672010 124894 533526 213949 156294 1703018 1411442 1901287
2005802, 1569455 1676080 569151 25475 2073697 379038 662198 1015623 740702 994873
2005806, 1185345 1043993 1360583 978463 234982 635198 1142053 868508 1174192 1721728
2005808, 159461 1198344 580593 399140 477992 346688 1600039 212793 622297 714379
2005810, 1089160 1357081 756118 1694218 1719493 923686 817568 880004 566747 209324
2005813, 1133194 81741 761643 1640835 1554736 1850350 948255 1729675 737891 836488
2005816, 1271688 112005 1896995 933863 380195 1900387 142936 614775 239722 856181
2005825, 641247 995191 1401004 1670192 1802394 753439 1819315 900190 1063453 929419
2005827, 917767 561140 1425984 446676 1986979 209065 244399 986212 1589945 479049
2005874, 156479 66203 1808958 694104 1831461 495588 8802 1539881 292570 526733
2005885, 332584 212075 1895082 274959 1605952 1890608 515168 1518041 1863350 1546967
2005893, 1870563 1659466 456823 1479354 1955927 1616500 1702376 1627721 1908995 1225633
2005911, 962013 1176000 701806 364687 1414217 217503 1738426 889860 841970 2090565
2005931, 1563571 682316 1513210 377259 283334 399263 519147 735918 944702 336005
2005935, 398941 707313 61354 1143495 1667645 1059854 205526 357783 336888 681782
2005948, 870605 279793 512895 754348 198316 1857690 331802 963811 418151 2867
2005949, 1449512 1390750 832003 701689 1370784 1351684 1042621 1527230 31955 559439
2005956, 1974726 109132 1705218 1057989 554671 1721864 916304 1824936 12517 1762344
2005988, 424286 716332 1116486 874748 771608 1361948 1442097 1373636 1189922 232909
2005989, 287114 625949 1145388 1040926 662670 651939 1455802 1768921 558902 1887681
2005998, 1340951 401930 111090 867452 1900031 331626 1474672 1129205 171388 1064210
2006005, 1903214 177561 1141878 1620858 731944 681760 809436 1700778 129303 424199
2006008, 1339328 1361792 20530 1369723 1271984 777538 1382079 564343 630424 270477
2006011, 750523 156846 523717 226438 189905 1758138 705370 438751 559205 393331
2006024, 1950646 1964148 243505 1717622 1782977 1328432 905775 928308 974268 1924195
2006031, 1580397 1679609 1257454 628756 1259272 1527005 746898 1147815 601372 386862
2006036, 1295935 1179258 1025812 281050 554410 764933 1048910 1084023 1373015 1573102
2006044, 894035 888405 1271316 424836 8676 236520 1228700 802921 1089827 317615
2006045, 1478556 211326 1090659 219032 1152243 845611 1936860 4318 1877205 299484
2006064, 1727632 1092320 237428 1819509 1743742 380716 76043 1027481 949936 1140581
2006067, 1226139 1353724 1140989 23778 521410 1203554 1308791 343880 444718 1175616
2006073, 527732 256874 919047 1114643 368389 645275 575953 508341 407671 999423
2006082, 1467428 1584070 176560 872066 1217826 999858 1494667 1601840 145975 885269
2006098, 896183 291377 1927311 482170 1156680 1459558 970595 1010282 630044 379335
2006101, 290836 1488622 1285504 1126568 907815 49976 1544270 990035 1729355 103755
2006118, 785594 459334 1870988 691553 1613575 666595 1052444 1429920 1146903 1769012
2006119, 618512 1505881 1070602 36100 1758623 647071 113668 1847057 773665 1771798
2006121, 357416 1081681 1780487 1627900 17862 1596713 596971 597274 1587480 968786
2006128, 1509653 824962 705773 1568111 250679 1382269 171742 1821299 1477307 188551
2006135, 108520 908983 1243701 1462248 571415 574801 95519 1308471 1595899 1457363
2006137, 831190 1371760 1567013 750274 682913 1578616 1044701 267279 248896 343529
2006142, 872848 437508 184940 1407699 857977 894040 417206 783388 1064660 1766470
2006170, 1435192 186930 79590 1019980 945387 1159768 1867576 445693 621264 677946
2006184, 1050914 275234 728483 1154851 837012 802513 1573293 122268 1448108 693985
2006199, 221955 170275 712172 501087 1366 87232 1934013 912452 171145 477983
2006201, 1267731 1524548 365550 2011391 1661555 515974 1047997 1478754 1612842 1979036
2006205, 575495 156457 1311931 1425709 206242 443794 316937 1368908 350056 1403392
2006215, 63692 480135 1150531 260710 1736436 760285 1670934 368783 275287 1158589
2006217, 1246792 1155988 1795058 1407426 619387 468926 1463819 656584 1526207 1092457
2006219, 654400 96966 303820 121584 1970815 1401906 1572204 1738595 837218 706482
2006221, 1175764 75831 1650020 1373537 841345 1011356 1859550 1671270 269748 539116
2006224, 1636045 1606400 721045 1520248 442874 1459740 636350 1544645 878516 1343892
2006230, 709508 1937871 820053 1049288 563312 505488 1371587 11656 1265343 247906
2006239, 550971 2018526 65315 976321 1722093 1554791 793247 359961 1860225 745195
2006240, 1009152 508675 731099 1276361 241594 689814 1630752 1672873 991595 1354003
2006244, 1897335 1544455 669215 442228 539234 1752066 36022 755444 1107507 1135846
2006256, 1894614 1070115 1157320 1130305 1530337 492610 990574 1550820 1162230 931809
2006264, 457713 454715 149135 1500994 1664600 1239227 946763 1883114 1763166 699304
2006286, 1515315 849951 165774 1793298 1099067 764048 1026290 1558180 128453 1378295
2006287, 1814420 1208560 965856 485254 1307876 1872385 1065516 1058283 1170675 689400
2006294, 704471 260916 1266273 829553 1441344 573661 1182839 573948 1100578 1124651
2006295, 58353 786209 909602 487383 443804 77127 1662493 1470216 323203 120350
2006310, 1275442 1000456 377727 546628 950560 1424503 162256 1336310 1046335 1146459
2006311, 1337454 1756026 522255 1458178 1529062 943324 555043 669065 1791743 1459473
2006319, 1063227 1510155 618109 287656 239169 889592 1578224 1507792 344028 670371
2006320, 1476918 1380395 300209 448315 700105 204139 968604 1568252 749857 1339765
2006324, 1111795 1425319 873154 582609 192447 1275900 1840545 123228 1447974 937670
2006329, 1946545 930612 653737 375645 1402040 1287534 468056 1963162 396868 1126316
2006342, 1610886 989020 235722 353656 428806 998260 518377 1458993 1346183 1375703
2006343, 925200 572942 103772 892015 1873776 431216 1437521 833349 267842 75172
2006350, 372318 426050 1087834 413317 1601324 1464876 1126654 548653 357392 342025
2006378, 782090 366541 268341 1169139 1659160 1553441 1138603 432663 92961 950362
2006380, 861563 1215421 508184 826538 489934 677115 429268 1537933 1398658 1709830
2006381, 563422 1082933 1675412 1784562 1436839 679004 1359537 2075877 1879546 256064
2006386, 1469473 321504 934115 1297799 806127 1718223 127602 1560439 535539 209174
2006389, 133936 1424786 126551 1858562 136184 225567 742503 1963741 375814 1157870
2006433, 949761 865320 1826110 1784361 1639746 1891617 759668 1951954 1884304 471471
2006448, 822477 59079 1413637 1461771 1307844 421536 499911 154664 1255889 442562
2006480, 834590 285658 1617835 694123 277319 1542950 97052 998023 451461 2016831
2006556, 849863 1100837 44136 1731175 1245386 710531 1802532 245304 1468512 1194837
2006578, 1731086 114589 35700 113202 731481 1201510 1908412 1572192 1480743 551789
2006594, 423381 1201329 1297463 1198082 702431 534404 308461 1473327 1297169 1538657
2006608, 802881 1571037 1482256 507112 1241633 139927 339009 106905 503960 1542994
2006614, 1431099 924433 1288020 1186192 823990 83561 706820 1186647 532733 1220215
2006626, 988867 1584934 2018176 923922 1547276 1825018 1565450 1236775 1866937 1271964
2006633, 1261552 481403 856275 1879646 390784 1832484 1808018 80254 1034929 1619471
2006653, 1364482 140541 1854661 1623168 300899 1604400 1163534 583992 815526 1612811
2006660, 1758563 1826693 585489 1814644 1691461 397019 116214 1246495 1107643 593381
2006691, 430950 1898407 1623863 681315 1288164 514639 1606918 1855449 1567542 2077332
2006694, 547497 1635546 830913 582010 1744203 918595 645358 102014 1734039 1148377
2006704, 512103 1596810 1935969 1567888 557736 473801 1004796 1425082 383069 1874916
2006705, 823974 1740308 354626 749683 1876622 1069753 774686 1351436 1435797 378196
2006717, 1511780 666538 1612783 1838659 1280540 1026856 439626 754623 1368247 1003802
2006719, 252917 242770 868801 1354576 235969 1175111 314680 105461 1723347 259815
2006731, 88510 1646343 1076007 816645 1733107 270528 1904913 15678 1255568 1680988
2006740, 973257 1810606 696850 1691447 157310 651333 99078 1953097 224013 1673293
2006745, 1621228 1498129 1399458 673017 1275049 864817 1464374 1015659 214226 52234
2006748, 1262669 1561015 1390799 590719 381117 1704651 895931 1608445 151185 1150426
2006759, 1017654 1258226 295285 872925 1875570 286321 1451279 10623 1746933 638895
2006763, 357050 1460558 26123 471084 1344283 1211088 1055487 162414 1416079 377008
2006798, 1265042 1371937 1206217 480432 1168858 659771 322838 1586482 2090346 1037923
2006800, 311708 1206155 727601 1266200 1018275 1448276 1706396 1051711 365395 1691548
2006808, 908952 3318 1176950 1924820 1953585 511319 1535324 37090 1503019 515094
2006819, 472186 435736 681044 236229 1398696 1452764 625549 1029525 1873706 1499428
2006866, 1207909 838017 568326 218226 899863 679586 828465 792541 1325580 1414323
2006867, 257399 418937 649818 841836 1306056 157240 1412744 1568375 570396 146157
2006870, 530736 984106 1783877 1082053 79250 27488 267701 45036 1407257 438555
2006872, 331272 1514863 38166 1455250 385968 1826314 87548 110435 1865939 683657
